generation,best_fitness,mean_fitness
0,0.19030400443738288,0.17685672789710716
1,0.19030400443738288,0.17772666408988638
2,0.19030400443738288,0.16520788575289938
3,0.19030400443738288,0.1656840148803416
4,0.19030400443738288,0.16277094494162125
5,0.19030400443738288,0.1626179630014599
6,0.19030400443738288,0.15897398408558644
7,0.19030400443738288,0.16194731796184839
8,0.19030400443738288,0.14351297515608294
9,0.19030400443738288,0.14529121029562864
