map50,map75,f1
0.6555868090993471,0.23318487091990944,0.6868491895299025
Blackbean,Canola,Corn,Field Pea,Flax,Horseweed,Kochia,Lentil,Ragweed,Redroot Pigweed,Soybean,Sugar beet,Waterhemp
0.33507652500042845,0.33507652500042845,0.5159680388136016,0.33507652500042845,0.33507652500042845,0.33507652500042845,0.046048541666666665,0.33507652500042845,0.3655555555555556,0.4839138571428571,0.33507652500042845,0.33507652500042845,0.2638966318234611
