map50,map75,f1
fitness(map50),map75,f1
Blackbean,Canola,Corn,Field Pea,Flax,Horseweed,Kochia,Lentil,Ragweed,Redroot Pigweed,Soybean,Sugar beet,Waterhemp
0.0008519047619047619,0.0008519047619047619,0.0,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0,0.0008519047619047619,0.004259523809523809,0.0,0.0008519047619047619,0.0008519047619047619,0.0,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619,0.0008519047619047619
