generation,best_fitness,mean_fitness,map75,f1
0,0.4593558606098531,0.3177335947012435,0.15881466594356142,0.580958967760671
1,0.4593558606098531,0.33540466253766127,0.15881466594356142,0.580958967760671
2,0.4593558606098531,0.33491837513833167,0.15881466594356142,0.580958967760671
3,0.4593558606098531,0.332713960351451,0.15881466594356142,0.580958967760671
4,0.4593558606098531,0.33841528075657135,0.15881466594356142,0.580958967760671
5,0.4593558606098531,0.3337882199245962,0.15881466594356142,0.580958967760671
6,0.4593558606098531,0.33099372394485227,0.15881466594356142,0.580958967760671
7,0.4593558606098531,0.33115786408699777,0.15881466594356142,0.580958967760671
8,0.4593558606098531,0.3407078984146571,0.15881466594356142,0.580958967760671
9,0.4593558606098531,0.33767600254282903,0.15881466594356142,0.580958967760671
10,0.4593558606098531,0.3415947582930733,0.15881466594356142,0.580958967760671
11,0.4593558606098531,0.32916732175736746,0.15881466594356142,0.580958967760671
12,0.4593558606098531,0.33844028461698084,0.15881466594356142,0.580958967760671
13,0.4593558606098531,0.3322689853109394,0.15881466594356142,0.580958967760671
14,0.4593558606098531,0.3427307882035361,0.15881466594356142,0.580958967760671
15,0.4593558606098531,0.3470728130387395,0.15881466594356142,0.580958967760671
16,0.4593558606098531,0.3458299192400398,0.15881466594356142,0.580958967760671
17,0.4593558606098531,0.3369177049451729,0.15881466594356142,0.580958967760671
18,0.4593558606098531,0.34233932801621153,0.15881466594356142,0.580958967760671
19,0.4593558606098531,0.35224628227215543,0.15881466594356142,0.580958967760671
20,0.4593558606098531,0.3450602054092181,0.15881466594356142,0.580958967760671
21,0.4593558606098531,0.35224785829815836,0.15881466594356142,0.580958967760671
22,0.4593558606098531,0.32691480005091245,0.15881466594356142,0.580958967760671
23,0.4593558606098531,0.3375638308570371,0.15881466594356142,0.580958967760671
24,0.4593558606098531,0.33693952038716224,0.15881466594356142,0.580958967760671
25,0.4593558606098531,0.34912344098188275,0.15881466594356142,0.580958967760671
26,0.4593558606098531,0.33372417449805974,0.15881466594356142,0.580958967760671
27,0.4593558606098531,0.3392347721798881,0.15881466594356142,0.580958967760671
28,0.4593558606098531,0.334051196994955,0.15881466594356142,0.580958967760671
29,0.4593558606098531,0.3409235556318807,0.15881466594356142,0.580958967760671
30,0.4593558606098531,0.3473082568193976,0.15881466594356142,0.580958967760671
31,0.4593558606098531,0.3231684020877186,0.15881466594356142,0.580958967760671
32,0.4593558606098531,0.3352983010602336,0.15881466594356142,0.580958967760671
33,0.4593558606098531,0.34400385124062033,0.15881466594356142,0.580958967760671
34,0.4593558606098531,0.3450355437742755,0.15881466594356142,0.580958967760671
35,0.4593558606098531,0.3411131820732497,0.15881466594356142,0.580958967760671
36,0.4593558606098531,0.34380074431394947,0.15881466594356142,0.580958967760671
37,0.4593558606098531,0.33702426771283156,0.15881466594356142,0.580958967760671
38,0.4593558606098531,0.3228788906052455,0.15881466594356142,0.580958967760671
39,0.4593558606098531,0.33216620956562065,0.15881466594356142,0.580958967760671
40,0.4593558606098531,0.34105798497404266,0.15881466594356142,0.580958967760671
41,0.4593558606098531,0.3445383193155536,0.15881466594356142,0.580958967760671
42,0.4593558606098531,0.3456273825851245,0.15881466594356142,0.580958967760671
43,0.4593558606098531,0.33855493405284487,0.15881466594356142,0.580958967760671
44,0.4593558606098531,0.34454281363634076,0.15881466594356142,0.580958967760671
45,0.4593558606098531,0.33514745242100236,0.15881466594356142,0.580958967760671
46,0.4593558606098531,0.3429097284819508,0.15881466594356142,0.580958967760671
47,0.4593558606098531,0.33944057313750375,0.15881466594356142,0.580958967760671
48,0.4593558606098531,0.33836105252768656,0.15881466594356142,0.580958967760671
49,0.4593558606098531,0.33493418388139357,0.15881466594356142,0.580958967760671
50,0.4617018812164947,0.3473141004249534,0.086625215799907,0.6734363442080756
51,0.4617018812164947,0.34870703805578496,0.086625215799907,0.6734363442080756
52,0.4617018812164947,0.3389573721944286,0.086625215799907,0.6734363442080756
53,0.4617018812164947,0.35264899276747863,0.086625215799907,0.6734363442080756
54,0.4617018812164947,0.34697639106262895,0.086625215799907,0.6734363442080756
