                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                0.99051,                0.67231,                 1.0507,                0.62161,                0.49694,                0.49569,                0.22404,                 1.7881,                 1.0296,                 1.6092,             0.00016305,             0.00016305,             0.00016305
                    149,                0.92238,                0.63551,                 1.0318,                0.59732,                 0.4998,                0.50126,                0.22905,                 1.7991,                 1.0155,                 1.6217,             0.00016014,             0.00016014,             0.00016014
                    150,                 0.9177,                0.59752,                  1.013,                0.53255,                0.52693,                0.49831,                0.22935,                 1.8008,                0.99396,                  1.627,             0.00015723,             0.00015723,             0.00015723
                    151,                0.91023,                 0.6255,                 1.0243,                0.60921,                0.45876,                0.51153,                0.22857,                  1.796,                0.97966,                 1.6214,             0.00015432,             0.00015432,             0.00015432
                    152,                0.92698,                0.62583,                 1.0432,                 0.6038,                0.49045,                0.53149,                0.23268,                  1.801,                0.97679,                 1.6168,             0.00015141,             0.00015141,             0.00015141
                    153,                0.94176,                0.61542,                 1.0191,                0.58803,                0.49391,                0.53521,                0.23636,                 1.8053,                0.99061,                 1.6141,              0.0001485,              0.0001485,              0.0001485
                    154,                0.96125,                0.64228,                 1.0298,                0.64806,                 0.4159,                0.53195,                 0.2415,                 1.8314,                 1.0191,                 1.6341,             0.00014559,             0.00014559,             0.00014559
                    155,                0.94271,                0.63091,                 1.0385,                0.66752,                0.43095,                0.55533,                 0.2529,                 1.8196,                 1.0132,                 1.6252,             0.00014268,             0.00014268,             0.00014268
                    156,                0.92972,                0.63449,                  1.017,                 0.6396,                0.51039,                0.59303,                0.27055,                 1.8029,                 1.0144,                 1.6061,             0.00013977,             0.00013977,             0.00013977
                    157,                0.90302,                0.61646,                 1.0178,                0.68848,                0.48386,                0.57942,                0.25695,                 1.8022,                0.99923,                 1.6098,             0.00013686,             0.00013686,             0.00013686
                    158,                0.89962,                0.58849,                0.99792,                0.62889,                0.50838,                0.52457,                0.24771,                 1.8057,                0.99089,                 1.6158,             0.00013395,             0.00013395,             0.00013395
                    159,                0.91521,                0.60052,                 1.0104,                0.64373,                0.54165,                0.52655,                0.24416,                 1.8026,                0.99751,                 1.6135,             0.00013104,             0.00013104,             0.00013104
                    160,                0.95474,                0.64803,                 1.0374,                0.66211,                0.54165,                0.53698,                0.25132,                 1.7936,                 1.0039,                 1.6026,             0.00012813,             0.00012813,             0.00012813
                    161,                0.96083,                0.64132,                 1.0491,                0.66177,                0.52764,                0.53891,                0.24372,                 1.7911,                 1.0231,                 1.5976,             0.00012521,             0.00012521,             0.00012521
                    162,                0.87801,                0.59445,                 1.0238,                0.70994,                0.46726,                0.53846,                0.25251,                 1.7818,                 1.0149,                 1.5992,              0.0001223,              0.0001223,              0.0001223
                    163,                0.90564,                0.60559,                 1.0204,                0.66362,                0.49964,                0.53043,                0.24679,                 1.7966,                  1.011,                 1.6174,             0.00011939,             0.00011939,             0.00011939
                    164,                0.91893,                0.63585,                 1.0274,                0.70787,                0.49767,                0.53043,                0.24656,                 1.7975,                 1.0108,                 1.6125,             0.00011648,             0.00011648,             0.00011648
                    165,                0.89074,                0.60275,                 1.0001,                0.71733,                0.48426,                0.51756,                0.24282,                 1.7918,                 1.0142,                 1.6011,             0.00011357,             0.00011357,             0.00011357
                    166,                0.88433,                0.59732,                 1.0172,                0.69677,                0.48227,                0.51876,                0.24166,                 1.7942,                 1.0177,                  1.601,             0.00011066,             0.00011066,             0.00011066
                    167,                0.91891,                0.68804,                 1.0471,                0.66591,                0.50371,                0.51478,                0.23494,                 1.8017,                 1.0222,                  1.614,             0.00010775,             0.00010775,             0.00010775
                    168,                0.87935,                0.58354,                 1.0077,                0.66604,                0.47283,                0.51784,                0.23189,                 1.8128,                 1.0164,                 1.6225,             0.00010484,             0.00010484,             0.00010484
                    169,                 0.8993,                0.61513,                 1.0174,                0.65932,                0.46099,                0.51569,                0.22889,                 1.8257,                 1.0171,                 1.6327,             0.00010193,             0.00010193,             0.00010193
                    170,                 0.8699,                0.58767,                0.99809,                0.67861,                0.43205,                0.52117,                  0.228,                 1.8306,                  1.016,                 1.6389,             9.9019e-05,             9.9019e-05,             9.9019e-05
                    171,                0.90464,                 0.6173,                 1.0201,                0.67461,                0.42816,                0.51763,                0.23032,                 1.8196,                 1.0172,                 1.6314,             9.6109e-05,             9.6109e-05,             9.6109e-05
                    172,                0.90043,                0.59547,                 1.0254,                0.68149,                0.43695,                0.52773,                0.23688,                 1.8103,                 1.0082,                 1.6296,             9.3198e-05,             9.3198e-05,             9.3198e-05
                    173,                0.87188,                0.57906,                 1.0068,                0.64499,                0.46638,                0.53924,                0.24383,                 1.8025,                 1.0131,                 1.6267,             9.0287e-05,             9.0287e-05,             9.0287e-05
                    174,                0.84571,                0.59105,                 1.0147,                0.63005,                0.49468,                0.54359,                0.24626,                 1.8003,                 1.0205,                  1.625,             8.7377e-05,             8.7377e-05,             8.7377e-05
                    175,                0.86714,                0.58257,                 1.0108,                0.65683,                0.47465,                0.54801,                0.24558,                 1.7997,                 1.0094,                  1.622,             8.4466e-05,             8.4466e-05,             8.4466e-05
                    176,                0.90734,                0.60381,                 1.0142,                0.71616,                0.46869,                0.54714,                0.24505,                 1.8032,                0.99638,                 1.6269,             8.1556e-05,             8.1556e-05,             8.1556e-05
                    177,                0.89464,                0.58333,                 1.0152,                 0.6828,                0.49213,                0.55463,                0.25049,                 1.8053,                0.99054,                 1.6299,             7.8645e-05,             7.8645e-05,             7.8645e-05
                    178,                0.89015,                0.59608,                 1.0155,                0.64856,                0.47579,                0.58138,                0.27031,                 1.8001,                0.98689,                 1.6223,             7.5734e-05,             7.5734e-05,             7.5734e-05
                    179,                0.88283,                0.61093,                 1.0221,                0.64872,                0.49657,                  0.596,                0.27227,                 1.7984,                0.99065,                  1.618,             7.2824e-05,             7.2824e-05,             7.2824e-05
                    180,                0.83737,                 0.5657,                0.99646,                0.72667,                0.44508,                0.59629,                 0.2724,                 1.7976,                 0.9917,                 1.6188,             6.9913e-05,             6.9913e-05,             6.9913e-05
                    181,                0.86492,                0.58195,                0.99797,                0.74959,                0.43573,                0.55154,                0.25264,                 1.7992,                0.99217,                 1.6281,             6.7003e-05,             6.7003e-05,             6.7003e-05
                    182,                0.85077,                0.58478,                 1.0074,                0.75071,                0.42789,                 0.5436,                 0.2456,                 1.7978,                0.98677,                 1.6249,             6.4092e-05,             6.4092e-05,             6.4092e-05
                    183,                0.89513,                0.60019,                 1.0337,                0.74942,                0.43087,                0.54739,                0.25283,                 1.7949,                0.98618,                 1.6224,             6.1181e-05,             6.1181e-05,             6.1181e-05
                    184,                0.85093,                0.58586,                 1.0035,                0.73605,                0.43835,                0.53886,                0.24945,                 1.7864,                0.97907,                  1.615,             5.8271e-05,             5.8271e-05,             5.8271e-05
                    185,                0.88828,                0.59182,                0.99666,                0.72941,                0.41549,                0.53156,                0.25223,                 1.7766,                0.98351,                 1.6038,              5.536e-05,              5.536e-05,              5.536e-05
                    186,                0.91029,                0.60094,                 1.0151,                0.72602,                0.45335,                0.55668,                0.25745,                  1.775,                0.97768,                  1.602,              5.245e-05,              5.245e-05,              5.245e-05
                    187,                0.85658,                0.58136,                0.99865,                0.71815,                0.46277,                0.55331,                0.25352,                 1.7707,                0.97536,                 1.5998,             4.9539e-05,             4.9539e-05,             4.9539e-05
                    188,                0.87852,                0.58347,                 1.0085,                0.72507,                0.46639,                0.54493,                0.25034,                 1.7737,                 0.9737,                 1.6043,             4.6628e-05,             4.6628e-05,             4.6628e-05
                    189,                0.87643,                0.59116,                 1.0342,                0.73142,                0.46893,                0.54224,                0.24725,                 1.7793,                0.96968,                 1.6143,             4.3718e-05,             4.3718e-05,             4.3718e-05
                    190,                0.81475,                0.56527,                0.98738,                0.71717,                0.46998,                0.53997,                0.25186,                 1.7825,                0.97041,                 1.6197,             4.0807e-05,             4.0807e-05,             4.0807e-05
                    191,                0.87724,                0.68381,                 1.0385,                0.72485,                0.46587,                 0.5394,                0.24184,                  1.801,                0.97804,                 1.6489,             3.7897e-05,             3.7897e-05,             3.7897e-05
                    192,                0.93883,                0.68525,                 1.0424,                0.72162,                0.44714,                0.51766,                0.22962,                 1.8103,                0.99059,                 1.6683,             3.4986e-05,             3.4986e-05,             3.4986e-05
                    193,                0.91604,                0.64731,                 1.0242,                0.66531,                0.45641,                0.49538,                0.21939,                 1.8118,                0.99332,                 1.6705,             3.2075e-05,             3.2075e-05,             3.2075e-05
                    194,                0.87852,                 0.6171,                0.99804,                0.70402,                 0.4198,                0.48485,                0.21225,                 1.8208,                0.99108,                 1.6822,             2.9165e-05,             2.9165e-05,             2.9165e-05
                    195,                0.85501,                0.58392,                0.99381,                0.68129,                0.43544,                0.48023,                0.21318,                 1.8284,                0.99195,                   1.69,             2.6254e-05,             2.6254e-05,             2.6254e-05
                    196,                0.85523,                0.59246,                 1.0023,                 0.7114,                0.44308,                0.47832,                0.21346,                 1.8336,                0.99528,                 1.7003,             2.3344e-05,             2.3344e-05,             2.3344e-05
                    197,                0.85397,                0.60112,                 1.0078,                0.71296,                0.43562,                0.47929,                0.21099,                 1.8296,                0.99273,                 1.6999,             2.0433e-05,             2.0433e-05,             2.0433e-05
                    198,                0.83027,                0.57519,                0.98931,                0.68626,                0.43704,                0.47927,                0.21326,                 1.8303,                0.99727,                 1.7017,             1.7522e-05,             1.7522e-05,             1.7522e-05
                    199,                  0.812,                0.55337,                0.97294,                0.67169,                0.45713,                0.48459,                0.21193,                   1.82,                 1.0036,                 1.6917,             1.4612e-05,             1.4612e-05,             1.4612e-05
                    200,                0.84962,                0.57339,                 1.0047,                0.68784,                0.45413,                0.48564,                0.21212,                 1.8154,                 1.0157,                 1.6868,             1.1701e-05,             1.1701e-05,             1.1701e-05
                      1,                 2.4501,                 4.4087,                 2.0572,                0.04482,                0.02419,                0.02607,                0.01084,                 2.0196,                 4.3343,                 1.7086,              4.116e-05,              4.116e-05,              4.116e-05
                      2,                  2.228,                 4.2692,                 1.8561,                0.03471,                0.07243,                 0.0451,                0.01866,                 1.8257,                 4.2423,                 1.5226,             8.7851e-05,             8.7851e-05,             8.7851e-05
                      3,                 2.0169,                 3.8713,                 1.6878,                  0.031,                  0.127,                0.06153,                0.02611,                 1.8049,                  4.085,                 1.4305,             0.00013417,             0.00013417,             0.00013417
                      4,                 1.9497,                 3.3492,                  1.559,                0.03519,                0.16924,                0.07779,                0.03281,                  1.829,                 3.7055,                   1.36,             0.00018011,             0.00018011,             0.00018011
                      5,                 1.9518,                 2.8117,                 1.5186,                0.95831,                   0.08,                0.09587,                0.03901,                 1.9515,                 2.9248,                  1.421,             0.00022569,             0.00022569,             0.00022569
                      6,                 1.8543,                 2.4013,                 1.4671,                0.95874,                0.08541,                 0.0955,                 0.0436,                 1.9285,                 2.8308,                 1.4582,             0.00027089,             0.00027089,             0.00027089
                      7,                 1.7919,                 2.1465,                 1.4511,                0.94825,                0.06344,                0.08919,                0.04123,                  1.932,                 2.9761,                 1.5333,             0.00031572,             0.00031572,             0.00031572
                      8,                 1.7395,                 2.0403,                 1.4623,                0.92806,                0.06743,                0.07114,                0.03006,                  2.057,                 3.0418,                 1.6897,             0.00036017,             0.00036017,             0.00036017
                      9,                 1.7764,                 1.9666,                 1.4973,                0.80385,                0.10061,                0.12832,                0.05711,                 1.9624,                  2.561,                 1.5996,             0.00040425,             0.00040425,             0.00040425
                     10,                 1.7025,                  1.783,                 1.4587,                0.58648,                0.23695,                0.16892,                0.07757,                 1.9081,                 2.1447,                 1.5591,             0.00044796,             0.00044796,             0.00044796
                     11,                 1.6945,                 1.7049,                 1.4509,                0.56625,                0.27878,                 0.1946,                0.08708,                 1.8833,                 1.7708,                  1.592,              0.0004913,              0.0004913,              0.0004913
                     12,                 1.6423,                 1.5644,                 1.4256,                0.45051,                0.30466,                0.20289,                0.09098,                 1.8815,                 1.6902,                 1.6267,             0.00053427,             0.00053427,             0.00053427
                     13,                 1.6347,                 1.5146,                  1.456,                0.38716,                0.44154,                0.22373,                0.10188,                 1.8369,                 1.6549,                  1.618,             0.00056006,             0.00056006,             0.00056006
                     14,                 1.6027,                 1.4468,                 1.4101,                0.43399,                0.44472,                0.26722,                0.11547,                 1.8629,                 1.5531,                 1.6173,             0.00056006,             0.00056006,             0.00056006
                     15,                  1.663,                  1.511,                 1.4209,                0.40385,                0.44129,                0.25368,                0.11261,                 1.8823,                 1.5782,                 1.6249,             0.00055773,             0.00055773,             0.00055773
                     16,                  1.633,                 1.5206,                  1.431,                0.39603,                0.45263,                0.26509,                0.12151,                 1.7807,                 1.4964,                 1.5885,              0.0005554,              0.0005554,              0.0005554
                     17,                 1.6318,                 1.4235,                 1.4178,                 0.3711,                0.38783,                0.27125,                 0.1218,                  1.715,                 1.4588,                 1.5305,             0.00055307,             0.00055307,             0.00055307
                     18,                 1.5291,                 1.3517,                  1.395,                0.40463,                0.30676,                0.26521,                0.12019,                  1.765,                 1.4594,                 1.5574,             0.00055074,             0.00055074,             0.00055074
                     19,                 1.5111,                 1.3263,                 1.3566,                0.35364,                0.28496,                 0.2187,                0.10141,                  1.778,                 1.4248,                 1.5659,             0.00054842,             0.00054842,             0.00054842
                     20,                 1.5362,                 1.3098,                  1.392,                0.36055,                0.40231,                0.26151,                0.12409,                 1.7184,                 1.3734,                 1.5358,             0.00054609,             0.00054609,             0.00054609
                     21,                 1.5117,                 1.3111,                 1.3797,                0.39462,                0.39184,                0.28073,                0.12034,                 1.7382,                 1.4525,                 1.5379,             0.00054376,             0.00054376,             0.00054376
                     22,                 1.5058,                  1.308,                 1.3796,                0.40511,                0.36946,                0.26518,                0.11623,                 1.7726,                 1.4672,                 1.5722,             0.00054143,             0.00054143,             0.00054143
                     23,                 1.4735,                 1.2899,                 1.3526,                0.36179,                0.42539,                0.27778,                0.12094,                 1.7541,                 1.4012,                 1.5339,              0.0005391,              0.0005391,              0.0005391
                     24,                 1.4496,                 1.2201,                 1.3383,                0.34397,                0.46273,                 0.2764,                0.12659,                 1.7577,                 1.3242,                  1.535,             0.00053677,             0.00053677,             0.00053677
                     25,                 1.4955,                 1.2876,                 1.3677,                0.32461,                0.33325,                0.26441,                0.12666,                 1.7149,                 1.3348,                 1.4904,             0.00053444,             0.00053444,             0.00053444
                     26,                 1.5045,                 1.2686,                 1.3501,                0.33737,                0.30616,                0.26178,                0.11906,                 1.7273,                 1.3859,                 1.4609,             0.00053212,             0.00053212,             0.00053212
                     27,                  1.538,                 1.3626,                 1.3738,                0.35626,                0.35177,                0.26177,                0.11815,                 1.7347,                 1.3762,                 1.5026,             0.00052979,             0.00052979,             0.00052979
                     28,                 1.4367,                 1.2515,                 1.3331,                0.33579,                0.37256,                0.26629,                0.12615,                  1.729,                 1.3847,                 1.4907,             0.00052746,             0.00052746,             0.00052746
                     29,                 1.4317,                 1.2362,                 1.3236,                 0.3416,                0.42481,                0.25955,                0.11939,                 1.7462,                 1.3516,                 1.5373,             0.00052513,             0.00052513,             0.00052513
                     30,                 1.4306,                 1.1698,                 1.3057,                0.35794,                0.40261,                0.27064,                0.12115,                 1.7615,                 1.3026,                 1.5617,              0.0005228,              0.0005228,              0.0005228
                     31,                 1.4501,                 1.1721,                 1.3038,                0.48161,                0.32221,                0.28133,                0.12817,                 1.7251,                 1.3063,                 1.4904,             0.00052047,             0.00052047,             0.00052047
                     32,                 1.4503,                 1.1521,                 1.2942,                0.42788,                0.28575,                0.30478,                0.14093,                 1.7379,                 1.3794,                 1.5022,             0.00051815,             0.00051815,             0.00051815
                     33,                 1.4088,                 1.1864,                 1.3206,                0.49882,                0.41382,                 0.3296,                0.16046,                 1.7226,                 1.4418,                 1.4962,             0.00051582,             0.00051582,             0.00051582
                     34,                 1.3738,                 1.1698,                 1.2907,                0.48835,                 0.3777,                0.33364,                0.16274,                 1.6952,                 1.3598,                 1.4718,             0.00051349,             0.00051349,             0.00051349
                     35,                 1.3654,                 1.1316,                 1.2752,                0.55556,                0.36884,                0.31633,                0.14761,                 1.7042,                 1.3645,                 1.5018,             0.00051116,             0.00051116,             0.00051116
                     36,                 1.3409,                 1.1018,                 1.2523,                 0.5555,                0.36501,                0.30314,                 0.1454,                 1.6855,                 1.3154,                 1.5064,             0.00050883,             0.00050883,             0.00050883
                     37,                 1.3772,                 1.1367,                  1.285,                0.48072,                0.40486,                0.31888,                0.15248,                 1.7115,                 1.2803,                 1.5205,              0.0005065,              0.0005065,              0.0005065
                     38,                 1.3584,                 1.0784,                 1.2464,                0.44032,                0.43964,                 0.3256,                0.15544,                 1.7201,                  1.235,                 1.4926,             0.00050417,             0.00050417,             0.00050417
                     39,                 1.3449,                 1.0536,                 1.2413,                0.48855,                0.40231,                0.31941,                0.15421,                 1.7267,                 1.2713,                  1.469,             0.00050185,             0.00050185,             0.00050185
                     40,                 1.3276,                 1.0699,                 1.2496,                0.44659,                0.39408,                0.30522,                0.14126,                 1.7249,                 1.3537,                 1.4711,             0.00049952,             0.00049952,             0.00049952
                     41,                 1.3365,                  1.097,                 1.2744,                0.49158,                0.36329,                0.32911,                0.15395,                 1.7087,                 1.4063,                 1.4785,             0.00049719,             0.00049719,             0.00049719
                     42,                 1.3499,                 1.0826,                  1.257,                0.48039,                0.33659,                0.32238,                0.14921,                 1.7423,                 1.3328,                 1.5086,             0.00049486,             0.00049486,             0.00049486
                     43,                  1.401,                 1.1122,                 1.2992,                0.42878,                0.30784,                0.30804,                0.13702,                  1.765,                 1.2645,                 1.5135,             0.00049253,             0.00049253,             0.00049253
                     44,                 1.3191,                  1.047,                 1.2315,                0.44809,                0.34419,                0.33239,                0.15741,                 1.7428,                 1.2759,                 1.4965,              0.0004902,              0.0004902,              0.0004902
                     45,                 1.3156,                 1.0278,                 1.2386,                 0.5208,                0.38146,                0.39038,                0.18769,                 1.7212,                 1.3066,                 1.4805,             0.00048788,             0.00048788,             0.00048788
                     46,                 1.4086,                 1.0791,                 1.2649,                0.47787,                0.41277,                 0.3732,                0.17877,                 1.7355,                 1.2557,                 1.4865,             0.00048555,             0.00048555,             0.00048555
                     47,                 1.3189,                 1.0757,                 1.2048,                0.48991,                0.38873,                0.34373,                0.16187,                 1.7383,                 1.2198,                 1.5087,             0.00048322,             0.00048322,             0.00048322
                     48,                 1.2566,                0.99723,                 1.2004,                0.52048,                0.34013,                 0.3198,                0.14903,                 1.7657,                 1.2415,                 1.5364,             0.00048089,             0.00048089,             0.00048089
                     49,                 1.3064,                 1.0159,                 1.2218,                0.42895,                0.38247,                0.29451,                 0.1385,                 1.8014,                 1.2172,                 1.5611,             0.00047856,             0.00047856,             0.00047856
                     50,                  1.283,                0.97376,                 1.2057,                   0.43,                0.34666,                 0.3393,                0.15805,                 1.7679,                 1.1921,                  1.521,             0.00047623,             0.00047623,             0.00047623
                     51,                 1.2701,                0.96243,                 1.1876,                 0.5222,                0.37253,                0.39288,                0.18535,                 1.7306,                  1.176,                 1.4814,              0.0004739,              0.0004739,              0.0004739
                     52,                 1.2629,                0.98403,                 1.1961,                0.47941,                0.44814,                0.38051,                0.18175,                 1.7437,                 1.2196,                 1.4807,             0.00047158,             0.00047158,             0.00047158
                     53,                 1.3192,                 1.0131,                 1.2116,                0.58652,                0.40179,                0.41859,                0.19745,                 1.7419,                 1.1965,                  1.471,             0.00046925,             0.00046925,             0.00046925
                     54,                 1.2581,                0.99096,                 1.1921,                0.55414,                0.42076,                 0.4409,                0.21887,                  1.731,                 1.1498,                 1.4691,             0.00046692,             0.00046692,             0.00046692
                     55,                  1.302,                 1.0252,                 1.2321,                0.52761,                0.43843,                0.44529,                0.22038,                  1.703,                 1.1445,                 1.4654,             0.00046459,             0.00046459,             0.00046459
                     56,                 1.2415,                 1.0133,                 1.2371,                0.49053,                0.45803,                0.46392,                0.21925,                 1.7035,                 1.1212,                 1.4804,             0.00046226,             0.00046226,             0.00046226
                     57,                 1.2732,                0.94825,                 1.2007,                0.51787,                0.54191,                0.45059,                0.21444,                 1.7051,                 1.1339,                 1.4873,             0.00045993,             0.00045993,             0.00045993
                     58,                 1.2611,                0.96388,                  1.185,                0.48522,                0.50382,                0.43487,                0.20614,                 1.7149,                 1.1112,                 1.5039,             0.00045761,             0.00045761,             0.00045761
                     59,                 1.2509,                0.95125,                 1.2061,                0.55904,                 0.5214,                0.46935,                0.20871,                 1.7213,                 1.0878,                 1.4938,             0.00045528,             0.00045528,             0.00045528
                     60,                  1.236,                 0.8964,                 1.1865,                 0.4918,                0.49367,                0.44388,                0.21301,                 1.7463,                  1.107,                 1.5011,             0.00045295,             0.00045295,             0.00045295
                     61,                 1.2273,                0.91598,                 1.1891,                0.47973,                0.48273,                0.41642,                0.20167,                 1.7349,                  1.143,                 1.4935,             0.00045062,             0.00045062,             0.00045062
                     62,                 1.2158,                 0.8943,                 1.1542,                0.58788,                0.44025,                0.45258,                0.20834,                 1.7404,                  1.132,                 1.4983,             0.00044829,             0.00044829,             0.00044829
                     63,                 1.2738,                0.94922,                 1.2009,                0.55432,                0.45859,                0.45453,                0.21145,                  1.752,                 1.1243,                  1.518,             0.00044596,             0.00044596,             0.00044596
                     64,                 1.2017,                0.91723,                 1.1757,                 0.5951,                0.39894,                0.42609,                0.20448,                 1.7228,                 1.1073,                 1.5113,             0.00044363,             0.00044363,             0.00044363
                     65,                 1.2258,                0.86744,                 1.1517,                0.65043,                0.38666,                0.44313,                0.20867,                 1.7231,                 1.0942,                 1.5062,             0.00044131,             0.00044131,             0.00044131
                     66,                 1.2292,                0.90146,                 1.1812,                0.64788,                0.38462,                0.45321,                0.21488,                 1.7486,                 1.1179,                 1.5091,             0.00043898,             0.00043898,             0.00043898
                     67,                  1.192,                0.87178,                 1.1508,                 0.6307,                0.37519,                 0.4589,                0.21772,                 1.7802,                 1.1158,                 1.5436,             0.00043665,             0.00043665,             0.00043665
                     68,                 1.1922,                0.89001,                 1.1579,                 0.6153,                0.47706,                0.48675,                0.20871,                 1.7959,                 1.0972,                 1.5587,             0.00043432,             0.00043432,             0.00043432
                     69,                 1.3222,                 0.9515,                 1.2321,                0.56624,                0.48521,                0.46273,                0.21103,                 1.7954,                 1.0993,                 1.5606,             0.00043199,             0.00043199,             0.00043199
                     70,                  1.186,                0.86831,                 1.1573,                0.55868,                 0.4693,                0.44058,                0.20928,                  1.777,                 1.1058,                 1.5336,             0.00042966,             0.00042966,             0.00042966
                     71,                 1.2486,                0.90616,                  1.193,                 0.5996,                0.43421,                0.46645,                0.21932,                 1.7739,                 1.0932,                 1.5179,             0.00042733,             0.00042733,             0.00042733
                     72,                 1.2483,                0.92317,                 1.1859,                0.57986,                0.45562,                0.45759,                0.20965,                 1.7896,                 1.0578,                 1.5452,             0.00042501,             0.00042501,             0.00042501
                     73,                 1.1645,                0.84239,                 1.1527,                0.57128,                0.39971,                0.44145,                0.20652,                 1.7752,                 1.0773,                  1.545,             0.00042268,             0.00042268,             0.00042268
                     74,                 1.2157,                0.92716,                 1.1823,                0.52632,                0.42702,                0.42949,                0.19408,                 1.8043,                  1.104,                  1.568,             0.00042035,             0.00042035,             0.00042035
                     75,                 1.1694,                0.83595,                 1.1432,                 0.5218,                0.49831,                0.45136,                0.20461,                 1.8019,                 1.0833,                 1.5568,             0.00041802,             0.00041802,             0.00041802
                     76,                 1.1799,                0.85751,                 1.1647,                0.59228,                0.45788,                0.47252,                0.21338,                 1.7752,                  1.086,                 1.5325,             0.00041569,             0.00041569,             0.00041569
                     77,                 1.1202,                0.82366,                 1.1198,                0.67112,                0.40201,                0.44062,                0.21221,                 1.7765,                 1.1038,                 1.5482,             0.00041336,             0.00041336,             0.00041336
                     78,                 1.1278,                0.79022,                 1.1077,                0.80039,                0.41264,                0.49397,                 0.2191,                 1.7573,                 1.0894,                 1.5411,             0.00041104,             0.00041104,             0.00041104
                     79,                  1.169,                0.80129,                 1.1327,                0.68511,                 0.4427,                0.49408,                0.21709,                  1.737,                 1.1019,                 1.5248,             0.00040871,             0.00040871,             0.00040871
                     80,                 1.1335,                0.80579,                 1.1026,                0.56323,                0.45891,                0.44504,                0.20121,                 1.7523,                 1.1111,                 1.5507,             0.00040638,             0.00040638,             0.00040638
                     81,                 1.1301,                0.81481,                 1.1227,                0.61942,                0.36864,                0.45646,                0.20916,                 1.7596,                 1.1017,                 1.5463,             0.00040405,             0.00040405,             0.00040405
                     82,                  1.149,                 0.8136,                 1.1323,                0.72104,                0.40955,                0.48356,                0.22084,                 1.7797,                 1.0833,                 1.5441,             0.00040172,             0.00040172,             0.00040172
                     83,                 1.1362,                0.78593,                 1.1206,                0.59131,                0.46511,                0.49068,                0.22611,                 1.7965,                 1.0899,                 1.5618,             0.00039939,             0.00039939,             0.00039939
                     84,                 1.1354,                0.78525,                 1.1076,                0.67357,                0.42171,                0.49313,                 0.2153,                 1.8256,                 1.0751,                 1.5902,             0.00039706,             0.00039706,             0.00039706
                     85,                 1.1673,                0.87889,                  1.169,                0.66445,                0.43988,                0.54541,                0.23703,                 1.8265,                 1.0546,                 1.6062,             0.00039474,             0.00039474,             0.00039474
                     86,                 1.0994,                 0.7696,                 1.1079,                0.56693,                0.39594,                0.54422,                0.23921,                 1.8132,                 1.0688,                 1.5929,             0.00039241,             0.00039241,             0.00039241
                     87,                 1.1397,                0.81853,                 1.1397,                0.51266,                0.51142,                0.51395,                 0.2294,                 1.8178,                 1.0626,                 1.5886,             0.00039008,             0.00039008,             0.00039008
                     88,                  1.138,                0.80611,                 1.1425,                0.56007,                0.47068,                0.51318,                0.24026,                 1.8246,                 1.0592,                 1.5903,             0.00038775,             0.00038775,             0.00038775
                     89,                 1.1605,                0.80423,                 1.1377,                0.53778,                0.47015,                0.47589,                 0.2269,                  1.827,                 1.0335,                 1.5773,             0.00038542,             0.00038542,             0.00038542
                     90,                 1.1389,                 0.7901,                  1.121,                 0.6333,                0.38598,                0.45748,                0.21569,                 1.8276,                 1.0435,                 1.5818,             0.00038309,             0.00038309,             0.00038309
                     91,                 1.0867,                0.75339,                 1.1078,                0.66875,                0.37534,                0.46779,                0.21785,                 1.7734,                 1.0268,                 1.5497,             0.00038077,             0.00038077,             0.00038077
                     92,                 1.1015,                0.75279,                 1.0941,                0.59059,                0.53146,                0.51078,                0.23833,                 1.7605,                 1.0234,                 1.5385,             0.00037844,             0.00037844,             0.00037844
                     93,                 1.1022,                0.75161,                 1.1016,                0.63201,                0.47278,                0.53354,                0.24687,                 1.7724,                 1.0095,                 1.5431,             0.00037611,             0.00037611,             0.00037611
                     94,                 1.0888,                0.73899,                 1.0782,                0.64969,                0.48438,                0.51591,                0.23731,                 1.7959,                  1.011,                 1.5511,             0.00037378,             0.00037378,             0.00037378
                     95,                 1.1472,                0.79653,                 1.1185,                0.57461,                0.47769,                0.47354,                0.20606,                 1.8039,                 1.0414,                 1.5616,             0.00037145,             0.00037145,             0.00037145
                     96,                 1.0661,                0.75839,                 1.0826,                 0.6337,                 0.4246,                0.46344,                0.20525,                 1.8042,                 1.0312,                 1.5614,             0.00036912,             0.00036912,             0.00036912
                     97,                 1.0899,                0.74658,                 1.0908,                0.58718,                0.47015,                0.45252,                0.20386,                 1.7981,                 1.0351,                 1.5621,             0.00036679,             0.00036679,             0.00036679
                     98,                 1.1276,                0.78095,                 1.1204,                0.61789,                0.44977,                0.48144,                0.22306,                 1.7812,                 1.0128,                 1.5566,             0.00036447,             0.00036447,             0.00036447
                     99,                 1.1138,                0.75977,                 1.1034,                0.73056,                0.39576,                0.45356,                0.21235,                 1.7872,                  1.006,                 1.5802,             0.00036214,             0.00036214,             0.00036214
