map50,map75,f1
fitness(map50),map75,f1
Blackbean,Canola,Corn,Field Pea,Flax,Horseweed,Kochia,Lentil,Ragweed,Redroot Pigweed,Soybean,Sugar beet,Waterhemp
0.2752424989226873,0.2752424989226873,0.41796381612876576,0.04103311965811967,0.2752424989226873,0.2581668831168832,0.31942536381514264,0.2752424989226873,0.32857447316226257,0.46165085583216614,0.2752424989226873,0.2752424989226873,0.09988298074547149
